,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod
3058,280,13,35,60,183,25,230,82,-28,0.12759402091763952,15,TAYAK
3550,284,28,33,30,159,45,324,32,-162,0.12762127234036144,15,TAYAK
374,282,29,188,5,88,59,30,16,-68,0.12762250168911973,15,TAYAK
4586,295,15,156,69,29,12,342,88,160,0.127633297778062,15,TAYAK
191,279,35,188,1,96,54,16,10,-82,0.12764000475945966,15,TAYAK
1736,292,29,152,53,34,19,76,54,8,0.1276472352017346,15,TAYAK
2054,298,20,175,55,39,26,170,86,-146,0.12765220503768943,15,TAYAK
3759,281,21,29,38,169,43,326,42,-160,0.12766023902991375,15,TAYAK
2698,283,27,21,15,137,58,206,74,-74,0.12766296427805285,15,TAYAK
520,280,35,184,7,84,53,44,12,-50,0.12766449557734505,15,TAYAK
846,293,31,195,13,85,54,62,18,-42,0.12769258120331387,15,TAYAK
633,280,35,182,10,78,52,52,14,-40,0.12769612521976884,15,TAYAK
3763,282,20,31,41,172,41,326,44,-162,0.12769962382956618,15,TAYAK
4020,277,24,18,21,144,55,330,28,-142,0.12770797708776735,15,TAYAK
1171,292,15,97,73,201,4,68,82,14,0.12770868071225994,15,TAYAK
1659,297,26,187,33,56,44,76,36,-18,0.1277273268166973,15,TAYAK
809,284,18,83,70,192,6,60,82,18,0.12772940634980545,15,TAYAK
2784,272,24,21,35,155,44,210,78,-54,0.12773135256738666,15,TAYAK
4413,290,28,145,57,29,15,338,82,148,0.12775190268662145,15,TAYAK
400,283,35,190,4,94,53,34,10,-66,0.12777796094133986,15,TAYAK
2846,283,25,28,29,159,49,216,76,-60,0.12778749377601883,15,TAYAK
2902,276,24,30,41,165,38,218,82,-48,0.12780964477280216,15,TAYAK
914,283,36,182,14,75,50,64,16,-28,0.12782071183527008,15,TAYAK
1040,289,15,125,73,20,4,66,76,8,0.12782695698011237,15,TAYAK
553,279,34,182,9,79,54,46,14,-46,0.12782953338311062,15,TAYAK
45,282,35,13,1,106,54,4,10,-100,0.1278392142576954,15,TAYAK
3167,273,23,23,37,159,43,316,40,-162,0.1278534997004113,15,TAYAK
3506,278,15,39,61,181,23,322,62,-174,0.12786990140474022,15,TAYAK
4125,281,25,22,22,148,55,332,28,-144,0.12788365373144406,15,TAYAK
3146,283,12,50,69,189,15,236,88,-20,0.1278972980316346,15,TAYAK
462,290,29,196,5,96,59,38,16,-68,0.12795167526526835,15,TAYAK
2546,274,27,12,13,125,58,196,74,-76,0.1279897267733349,15,TAYAK
561,280,32,183,11,76,55,46,16,-46,0.1280035755332335,15,TAYAK
2408,295,29,192,21,72,52,188,78,-112,0.12803925819672252,15,TAYAK
3238,274,18,26,48,170,35,318,50,-166,0.1280466475150585,15,TAYAK
2281,287,35,182,19,69,47,180,84,-110,0.12805994626558675,15,TAYAK
838,287,35,188,11,84,51,62,14,-36,0.12809776611351958,15,TAYAK
2569,274,31,13,13,123,54,196,78,-76,0.1280991232268091,15,TAYAK
1365,291,24,165,51,34,27,72,52,-2,0.12810396850147432,15,TAYAK
3756,284,24,37,40,172,39,326,42,-166,0.12810609325431457,15,TAYAK
2079,294,23,179,43,44,37,172,82,-134,0.12811499009009575,15,TAYAK
257,283,29,192,2,98,60,20,16,-82,0.1281175329391311,15,TAYAK
4491,290,29,151,53,32,19,340,84,144,0.1281190354831175,15,TAYAK
4746,276,29,9,5,108,59,350,16,-110,0.12812851079529966,15,TAYAK
4052,286,12,54,69,192,15,330,70,-178,0.12814914419281642,15,TAYAK
1518,288,30,166,41,41,32,74,42,-2,0.12815509203912306,15,TAYAK
725,285,24,58,55,185,21,56,88,34,0.12820738094323306,15,TAYAK
1611,295,22,132,66,28,5,74,70,12,0.1282251232446376,15,TAYAK
326,285,35,194,2,100,54,28,10,-76,0.12823876599492062,15,TAYAK
567,289,34,194,6,95,54,48,12,-56,0.1282389247312629,15,TAYAK
2582,273,26,12,17,131,57,198,74,-72,0.12824924889059192,15,TAYAK
3893,275,24,16,21,142,55,328,28,-142,0.1282499311685685,15,TAYAK
1005,294,29,194,17,77,54,66,22,-36,0.12833214643605492,15,TAYAK
682,283,31,183,15,70,54,54,20,-38,0.12835441757225624,15,TAYAK
621,281,31,183,13,73,54,50,18,-42,0.12835489150889284,15,TAYAK
1047,289,14,121,75,20,2,66,78,8,0.12840322592371453,15,TAYAK
2697,273,28,18,25,142,50,204,78,-64,0.12844212985766157,15,TAYAK
3164,272,24,21,35,156,44,316,38,-160,0.12846893812533053,15,TAYAK
1073,291,18,82,69,198,9,66,84,20,0.12851166890118665,15,TAYAK
4215,283,26,25,20,147,54,334,26,-144,0.12859165663435526,15,TAYAK
3679,280,14,44,65,185,19,324,66,-176,0.12860612185382964,15,TAYAK
3728,284,28,32,29,160,46,326,32,-160,0.12860850084368908,15,TAYAK
4088,274,32,10,10,116,55,332,16,-130,0.12861607375378026,15,TAYAK
2756,279,31,23,21,142,50,208,80,-68,0.12861819198114555,15,TAYAK
2727,282,26,22,19,143,56,208,74,-70,0.1286270205847774,15,TAYAK
3162,275,25,26,36,158,42,316,38,-164,0.12863266806228155,15,TAYAK
2904,278,18,26,42,171,41,220,76,-46,0.12865374395217194,15,TAYAK
16,287,29,21,5,121,59,0,16,-112,0.12865377405159104,15,TAYAK
3804,286,24,63,57,187,19,326,58,176,0.1286927688987716,15,TAYAK
2044,296,21,177,51,39,30,170,84,-142,0.12870152131267518,15,TAYAK
4794,275,31,7,3,103,58,354,14,-104,0.12872465881453413,15,TAYAK
3978,282,32,22,14,132,53,330,18,-144,0.12875842170301072,15,TAYAK
454,291,31,198,4,100,57,38,14,-70,0.12878698241300834,15,TAYAK
2571,284,34,15,1,108,54,196,80,-88,0.12879103646076093,15,TAYAK
1359,289,28,172,39,43,37,72,40,-8,0.12881292366797864,15,TAYAK
3811,281,14,36,58,184,27,326,60,-170,0.12882849633614127,15,TAYAK
2335,297,28,189,29,63,46,184,80,-120,0.12887047048391614,15,TAYAK
2977,284,26,37,37,168,40,224,82,-52,0.12889605366652757,15,TAYAK
3512,281,32,24,19,140,51,324,22,-152,0.1289087397602438,15,TAYAK
2959,280,26,36,41,168,36,222,84,-48,0.12892658332462667,15,TAYAK
139,281,29,11,0,102,60,10,16,-92,0.1289512564826495,15,TAYAK
902,289,22,69,61,192,16,62,86,28,0.12897372466062074,15,TAYAK
1973,295,29,163,49,40,24,80,50,4,0.12898121166741772,15,TAYAK
615,291,29,195,10,88,58,50,18,-54,0.12898567208735023,15,TAYAK
1818,289,33,170,35,48,35,78,36,-2,0.12898642846107608,15,TAYAK
3157,272,25,20,31,151,47,316,34,-158,0.12898658924979656,15,TAYAK
2481,273,30,9,9,115,57,192,76,-80,0.12899786323964998,15,TAYAK
1424,293,25,122,64,24,3,72,70,16,0.12902956411522903,15,TAYAK
3476,283,24,52,53,180,24,322,54,-180,0.1290300035059896,15,TAYAK
4403,291,28,141,58,29,13,338,80,150,0.12904171558693528,15,TAYAK
3856,283,32,24,16,137,52,328,20,-148,0.1290430227744161,15,TAYAK
1090,295,30,194,18,77,53,68,22,-34,0.12906039174300846,15,TAYAK
3170,275,29,19,23,140,50,318,26,-154,0.12907013843085413,15,TAYAK
2162,294,25,183,37,50,42,176,80,-128,0.12908277545951888,15,TAYAK
1989,296,30,177,39,51,34,82,40,-4,0.12908523538360767,15,TAYAK
1986,297,30,179,37,53,37,82,38,-6,0.12909106754978514,15,TAYAK
4513,290,24,157,55,30,21,340,88,146,0.12909906994674106,15,TAYAK
685,283,23,57,57,183,20,54,88,32,0.12910025737720118,15,TAYAK
2539,285,29,15,0,105,61,196,74,-90,0.12911219052242046,15,TAYAK
207,286,28,15,0,106,61,16,16,-90,0.12911219052242132,15,TAYAK
3999,273,27,11,15,127,57,330,22,-134,0.12911605660990946,15,TAYAK
2668,284,28,20,11,130,59,204,74,-78,0.12915591714459926,15,TAYAK
1615,289,35,183,21,68,46,76,22,-16,0.12917029473252153,15,TAYAK
3021,278,22,40,51,175,28,226,86,-38,0.1291771938917526,15,TAYAK
2789,276,28,24,29,150,46,210,80,-60,0.12917753063135481,15,TAYAK
2239,285,35,180,19,67,47,178,84,-110,0.12918553219508366,15,TAYAK
4682,291,32,164,43,41,28,346,88,134,0.12920998326530936,15,TAYAK
929,282,34,179,18,66,49,64,20,-24,0.1292326093910984,15,TAYAK
1777,292,34,185,23,68,46,78,24,-16,0.12923822802723045,15,TAYAK
3984,273,30,10,11,119,56,330,18,-132,0.12927011034322838,15,TAYAK
23,280,35,11,1,104,54,2,10,-100,0.12928691776795875,15,TAYAK
3587,284,26,40,41,172,37,324,42,-170,0.12931013266982402,15,TAYAK
1004,282,35,179,18,66,49,66,20,-22,0.1293115603361869,15,TAYAK
3403,273,22,17,28,151,51,322,34,-150,0.1293148103044803,15,TAYAK
1402,294,16,162,66,29,16,72,66,0,0.12931760045350807,15,TAYAK
1309,284,35,177,23,61,45,72,24,-14,0.12936035775043164,15,TAYAK
1173,292,34,191,15,80,51,70,18,-30,0.12937718240788085,15,TAYAK
4312,293,18,98,71,201,4,336,74,170,0.12938048311611705,15,TAYAK
2161,293,33,175,35,52,36,174,88,-126,0.1293842926224565,15,TAYAK
652,284,30,185,14,73,55,52,20,-42,0.12940037735528548,15,TAYAK
3907,280,23,25,29,158,50,328,34,-152,0.12940336163733693,15,TAYAK
1283,293,14,125,75,24,2,70,78,8,0.12944830740149654,15,TAYAK
2658,288,32,21,3,117,56,202,78,-86,0.12946056965929328,15,TAYAK
168,278,35,188,1,96,54,14,10,-84,0.12946912432167973,15,TAYAK
1147,290,25,105,64,199,2,68,74,20,0.12947010067659243,15,TAYAK
441,289,29,196,5,97,59,36,16,-70,0.12950536220137898,15,TAYAK
1447,295,31,192,21,73,50,74,24,-26,0.12951921697926827,15,TAYAK
3171,273,29,17,22,139,51,318,26,-152,0.12953598231872424,15,TAYAK
1682,297,24,184,40,49,39,76,42,-14,0.12955504176603733,15,TAYAK
4078,286,19,105,70,196,0,330,76,166,0.1295652691404295,15,TAYAK
1978,296,28,163,51,40,23,80,52,4,0.1295670443435626,15,TAYAK
4302,276,26,13,13,128,59,336,22,-130,0.12958033585400683,15,TAYAK
233,283,29,192,1,99,60,18,16,-84,0.12960412029792157,15,TAYAK
3223,272,19,21,40,163,42,318,44,-160,0.12960661334196766,15,TAYAK
4126,290,20,76,65,195,12,332,66,174,0.12960878270191822,15,TAYAK
4083,286,12,76,75,194,7,330,76,176,0.12962403817825394,15,TAYAK
3879,285,29,29,23,150,50,328,26,-154,0.12963883444769042,15,TAYAK
1029,286,29,180,25,57,48,66,28,-22,0.1296450216602917,15,TAYAK
1122,286,30,178,28,54,46,68,30,-18,0.12965354424627829,15,TAYAK
2509,292,30,196,9,90,57,194,76,-100,0.12966633340788414,15,TAYAK
539,283,30,187,10,79,57,44,18,-52,0.12967227721759692,15,TAYAK
1571,291,28,145,56,30,15,74,58,10,0.12968349312155492,15,TAYAK
4151,289,25,114,64,20,2,332,74,160,0.12968412266687973,15,TAYAK
79,289,31,21,3,117,58,6,14,-106,0.12969273642307153,15,TAYAK
3908,287,22,54,55,187,24,328,56,-178,0.12971001441977126,15,TAYAK
1282,293,22,106,67,202,2,70,76,18,0.12971383114014698,15,TAYAK
4359,282,33,19,9,122,54,338,14,-132,0.12972158472916132,15,TAYAK
2407,276,30,7,1,100,58,188,76,-88,0.12974223627708695,15,TAYAK
2379,297,30,190,25,68,48,186,80,-116,0.12975840994232476,15,TAYAK
3764,285,23,41,45,177,35,326,46,-170,0.12976513913880244,15,TAYAK
3240,278,31,21,21,140,50,320,24,-154,0.1297772801352253,15,TAYAK
247,290,30,199,0,109,58,20,14,-90,0.1297832643394579,15,TAYAK
1751,293,28,147,56,32,15,76,58,10,0.12980981882822418,15,TAYAK
4786,275,33,7,2,102,56,354,12,-104,0.1298196957149254,15,TAYAK
1366,290,25,162,51,33,25,72,52,0,0.12984711706394794,15,TAYAK
4021,284,26,28,26,156,51,330,30,-152,0.12985088932927197,15,TAYAK
4587,281,34,15,6,114,54,344,12,-122,0.12990242867807414,15,TAYAK
1351,292,25,181,36,49,42,72,38,-16,0.12995176691932503,15,TAYAK
3681,278,32,18,14,128,53,326,18,-144,0.12995327090813957,15,TAYAK
1287,293,19,105,70,202,2,70,78,16,0.12997748155098626,15,TAYAK
1360,291,26,175,41,43,37,72,42,-10,0.12998086155707894,15,TAYAK
1361,289,27,172,41,42,36,72,42,-8,0.12998467734843938,15,TAYAK
2098,285,33,175,27,54,44,172,84,-118,0.1299931566010775,15,TAYAK
1857,291,31,162,45,40,27,78,46,4,0.13000465893961763,15,TAYAK
2572,282,34,15,3,110,54,196,80,-86,0.13002558277792897,15,TAYAK
3797,286,24,59,55,186,22,326,56,178,0.13002646052665323,15,TAYAK
4520,293,15,154,69,27,12,340,88,160,0.1300534086023854,15,TAYAK
1069,290,12,92,76,199,4,66,84,12,0.13006701231617726,15,TAYAK
3224,278,24,36,45,170,34,318,46,-172,0.1300757852825537,15,TAYAK
163,282,29,192,0,101,61,12,16,-90,0.1300830018455644,15,TAYAK
2467,281,29,11,0,101,61,192,74,-90,0.13008300184556612,15,TAYAK
634,292,31,197,9,92,56,52,16,-54,0.1301122550420704,15,TAYAK
1215,285,32,175,27,55,44,70,28,-14,0.13012753850409872,15,TAYAK
4027,289,22,68,61,192,16,330,62,176,0.13012871789142585,15,TAYAK
4024,280,24,22,24,151,54,330,30,-146,0.13013234139207722,15,TAYAK
4358,291,14,133,74,22,5,336,84,166,0.13013339822134817,15,TAYAK
3760,285,23,39,42,175,37,326,44,-168,0.1302010760102925,15,TAYAK
2121,297,22,182,45,45,35,174,82,-136,0.13021795018460286,15,TAYAK
4007,274,26,13,17,132,57,330,24,-136,0.13022505712466584,15,TAYAK
1387,290,27,142,58,27,14,72,60,10,0.13025260302513042,15,TAYAK
1991,297,29,177,41,50,33,82,42,-4,0.13027637695865016,15,TAYAK
1872,293,30,158,49,38,23,78,50,6,0.1302781025662439,15,TAYAK
4447,274,32,9,6,109,56,340,14,-120,0.1302837481928763,15,TAYAK
1988,298,29,179,39,52,36,82,40,-6,0.13028374862907355,15,TAYAK
2717,271,24,17,30,150,48,206,76,-58,0.13029129134626477,15,TAYAK
3235,277,22,35,49,172,31,318,50,-172,0.1303346129721724,15,TAYAK
2468,280,28,11,1,104,60,192,74,-88,0.13034835079971552,15,TAYAK
1232,289,24,143,60,26,14,70,62,8,0.1303632463743897,15,TAYAK
4134,290,25,101,64,199,3,332,70,164,0.13037409103079148,15,TAYAK
2657,271,26,15,25,142,51,202,76,-64,0.13037526890905216,15,TAYAK
2915,284,27,33,31,162,45,220,80,-58,0.1303820690137763,15,TAYAK
4127,290,19,71,65,195,14,332,66,176,0.13038348441076653,15,TAYAK
2322,296,27,190,27,63,49,184,78,-118,0.13038645369722843,15,TAYAK
4692,298,19,161,63,34,16,346,88,154,0.13038992972742433,15,TAYAK
4775,276,29,9,4,107,59,352,16,-108,0.130398490158837,15,TAYAK
2078,288,34,171,33,50,37,170,88,-124,0.13040468305440722,15,TAYAK
209,282,29,192,1,100,60,16,16,-86,0.130423234764395,15,TAYAK
2976,276,15,29,54,177,30,224,80,-34,0.13044987271085598,15,TAYAK
87,287,29,19,3,116,60,6,16,-104,0.13048697824811706,15,TAYAK
215,289,33,19,0,110,56,18,12,-92,0.13049651286859232,15,TAYAK
4026,288,18,55,61,190,20,330,62,-178,0.13051436670590996,15,TAYAK
528,279,33,182,9,79,54,44,14,-48,0.13053761786741816,15,TAYAK
2533,289,34,195,5,96,54,194,80,-96,0.13054094878866487,15,TAYAK
1789,288,35,177,27,58,42,78,28,-8,0.13055602776644126,15,TAYAK
186,282,29,192,0,101,60,14,16,-88,0.13057935897757422,15,TAYAK
2925,283,28,34,33,162,42,220,82,-56,0.1305924392467657,15,TAYAK
4612,276,28,10,8,115,59,344,18,-118,0.1305983203480929,15,TAYAK
377,281,35,188,4,92,53,32,10,-66,0.13061779159405282,15,TAYAK
2145,284,34,176,23,59,45,174,84,-114,0.1306208105920112,15,TAYAK
2538,280,34,13,3,108,54,194,80,-86,0.1306573722332252,15,TAYAK
1929,291,33,172,35,50,35,80,36,-2,0.13067609255528181,15,TAYAK
3292,273,21,18,33,156,48,320,38,-154,0.13071797328718326,15,TAYAK
2053,287,30,174,33,48,41,170,84,-124,0.13073316349583733,15,TAYAK
869,291,28,190,19,71,54,62,24,-36,0.13074499738711326,15,TAYAK
1907,292,34,181,27,62,42,80,28,-10,0.1307483535911055,15,TAYAK
3109,285,18,45,55,185,27,234,84,-34,0.13074894054235503,15,TAYAK
4256,288,23,132,64,23,9,334,80,156,0.13078222181411478,15,TAYAK
4351,291,12,117,77,21,1,336,82,170,0.13081381508287046,15,TAYAK
4434,289,23,151,59,28,17,338,86,150,0.1308190774783256,15,TAYAK
4805,281,28,15,6,117,61,354,18,-112,0.13081965161526554,15,TAYAK
103,276,33,186,0,95,56,8,12,-88,0.13081972735434327,15,TAYAK
779,283,36,184,11,79,51,60,14,-34,0.13084378464948296,15,TAYAK
2066,286,33,172,31,50,40,170,86,-122,0.13085314279050378,15,TAYAK
3442,275,18,22,40,166,43,322,44,-158,0.13085483866542405,15,TAYAK
536,288,29,193,9,87,59,44,18,-58,0.1308552883870198,15,TAYAK
649,289,28,191,13,80,57,52,20,-48,0.13086371354725823,15,TAYAK
1974,299,23,176,51,43,28,80,52,-4,0.13086425576837554,15,TAYAK
1177,285,36,183,16,72,48,70,18,-22,0.13088756148869443,15,TAYAK
545,280,35,184,7,83,53,46,12,-48,0.13090010984261727,15,TAYAK
4646,297,16,159,67,31,13,344,88,158,0.13091418107161357,15,TAYAK
4550,294,28,149,57,33,15,342,82,148,0.13100667315649023,15,TAYAK
2502,285,28,194,1,101,60,194,74,-92,0.13101291098637058,15,TAYAK
4265,288,19,133,68,21,8,334,82,160,0.13101531436326772,15,TAYAK
3812,286,24,67,59,188,16,326,60,174,0.1310163217655389,15,TAYAK
47,279,35,9,1,101,54,4,10,-96,0.1310208338018642,15,TAYAK
1238,291,18,155,65,27,15,70,66,2,0.13102383691558567,15,TAYAK
4605,287,30,24,11,133,56,344,18,-132,0.1310244214757059,15,TAYAK
4303,285,27,25,18,144,55,336,24,-142,0.1310313995613118,15,TAYAK
2676,272,23,15,26,147,52,204,74,-62,0.131034426416542,15,TAYAK
4273,275,33,11,8,113,55,336,14,-126,0.13104393961957503,15,TAYAK
418,289,29,196,4,98,59,34,16,-72,0.13104411437730287,15,TAYAK
3917,288,23,61,57,188,20,328,58,178,0.13105055974169097,15,TAYAK
2961,278,24,35,45,169,34,222,84,-44,0.13109616776733354,15,TAYAK
1355,288,29,172,37,44,38,72,38,-8,0.13111542450207386,15,TAYAK
4321,292,15,96,73,201,4,336,76,172,0.1311164937312156,15,TAYAK
3420,283,27,39,39,169,38,322,40,-170,0.13114555979749254,15,TAYAK
3169,273,23,24,40,161,40,316,42,-164,0.13116439344718656,15,TAYAK
2905,277,17,25,44,171,40,220,76,-44,0.13116709259939907,15,TAYAK
2636,273,30,15,19,133,52,200,78,-70,0.13118354338285937,15,TAYAK
1030,288,19,126,69,20,5,66,72,10,0.13119761023525853,15,TAYAK
3497,277,14,30,56,179,29,322,58,-168,0.13121088611955095,15,TAYAK
4269,289,14,120,75,20,2,334,82,168,0.13125981926247893,15,TAYAK
625,282,36,186,8,85,52,52,12,-44,0.13129989860862032,15,TAYAK
2790,279,23,22,28,156,51,212,74,-60,0.1313068781825717,15,TAYAK
337,277,33,184,4,87,55,28,12,-66,0.13131028978726608,15,TAYAK
302,282,29,190,3,93,60,24,16,-76,0.1313162619325595,15,TAYAK
1905,295,32,185,27,65,44,80,28,-14,0.13132981858933238,15,TAYAK
2793,275,20,20,34,160,48,212,74,-54,0.13134020663320714,15,TAYAK
402,290,33,198,3,103,56,34,12,-74,0.1313499123051283,15,TAYAK
775,290,34,192,10,88,53,60,14,-42,0.1313579845521345,15,TAYAK
1229,288,29,176,32,49,42,70,34,-14,0.13135987570426583,15,TAYAK
839,285,36,186,11,81,51,62,14,-34,0.13140048368403,15,TAYAK
4218,292,22,95,66,199,5,334,70,168,0.13142031852074804,15,TAYAK
164,285,35,15,0,106,54,14,10,-92,0.13142083110878727,15,TAYAK
1380,290,27,147,57,29,16,72,58,8,0.13142169218492092,15,TAYAK
2456,274,32,8,5,107,56,190,78,-84,0.1314247071600501,15,TAYAK
231,286,29,196,0,105,60,18,16,-88,0.1314492450618474,15,TAYAK
3154,273,27,20,29,148,47,316,32,-158,0.1314551226634455,15,TAYAK
1759,297,18,170,61,35,20,76,62,-2,0.13146892915764355,15,TAYAK
2228,281,35,180,15,70,50,178,82,-106,0.13149856988264255,15,TAYAK
4371,273,30,8,8,112,57,338,16,-122,0.13152146999862793,15,TAYAK
2903,279,19,27,40,170,42,220,76,-48,0.13156102255907545,15,TAYAK
3848,283,18,73,69,190,9,326,70,174,0.13157198048798566,15,TAYAK
22,282,35,13,2,106,54,2,10,-102,0.13158592999275925,15,TAYAK
2594,272,28,12,19,132,54,198,76,-70,0.13162309474929973,15,TAYAK
1778,290,35,183,23,67,45,78,24,-14,0.1316304961025128,15,TAYAK
2508,275,28,11,9,118,59,194,74,-80,0.13167404829257157,15,TAYAK
2574,286,28,17,1,110,60,198,74,-88,0.13168577690467237,15,TAYAK
3503,277,14,32,58,180,27,322,60,-170,0.13168906376409625,15,TAYAK
2962,282,20,32,42,173,40,224,78,-46,0.13169653827674682,15,TAYAK
144,278,35,188,0,97,54,12,10,-86,0.13171155820179659,15,TAYAK
187,286,35,15,0,106,55,16,10,-90,0.1317380164638391,15,TAYAK
2570,286,34,15,0,106,54,196,80,-90,0.13173801646384078,15,TAYAK
1628,287,35,177,25,60,43,76,26,-10,0.13175853362597237,15,TAYAK
4676,294,30,161,49,39,23,346,86,140,0.1317591172083933,15,TAYAK
1697,289,31,163,43,40,29,76,44,2,0.13180019994804945,15,TAYAK
3186,271,25,15,27,146,50,318,32,-152,0.13182950785364486,15,TAYAK
2306,278,34,183,7,82,54,182,80,-98,0.13184851903936362,15,TAYAK
2397,292,28,192,17,75,55,188,76,-108,0.13185651198832288,15,TAYAK
350,286,35,194,2,100,54,30,10,-74,0.13190188422411095,15,TAYAK
1987,295,31,177,37,52,35,82,38,-4,0.13191224390162246,15,TAYAK
1505,287,31,169,37,44,35,74,38,-4,0.13191334058357745,15,TAYAK
1936,299,26,185,38,53,39,80,40,-12,0.1319304828174461,15,TAYAK
622,288,35,192,7,92,53,52,12,-50,0.1319492509814545,15,TAYAK
4471,285,28,23,15,139,57,340,22,-136,0.13195685946645372,15,TAYAK
1170,292,14,101,75,201,2,68,82,12,0.13198701707373253,15,TAYAK
1984,296,31,179,35,55,37,82,36,-6,0.13198741900909258,15,TAYAK
4288,286,31,26,15,139,54,336,20,-142,0.13200078774814644,15,TAYAK
3199,279,27,32,37,162,40,318,38,-168,0.13201056654756974,15,TAYAK
3132,281,13,49,67,187,16,234,88,-22,0.13201726007017806,15,TAYAK
4044,289,25,93,64,196,6,330,68,166,0.13202029720316982,15,TAYAK
1772,297,18,161,65,33,15,76,66,2,0.13203019930812507,15,TAYAK
3827,281,12,38,62,186,23,326,64,-172,0.1320630761929947,15,TAYAK
2958,275,19,31,51,173,31,222,82,-38,0.1320649725332736,15,TAYAK
230,278,31,186,2,91,58,18,14,-78,0.13206917947851846,15,TAYAK
868,282,32,179,19,64,50,62,22,-26,0.13207117340066493,15,TAYAK
1244,290,26,128,62,23,7,70,66,14,0.1320849262590068,15,TAYAK
3973,284,15,78,72,192,7,328,74,174,0.13209985446952546,15,TAYAK
2111,299,24,174,51,43,27,172,88,-142,0.13211030914192606,15,TAYAK
2348,296,31,188,27,65,45,184,82,-118,0.13213594746228674,15,TAYAK
2613,272,25,13,21,137,55,200,74,-68,0.13215466748129864,15,TAYAK
1172,292,16,93,72,201,5,68,82,16,0.13215774299457378,15,TAYAK
3080,279,19,46,59,181,22,230,88,-30,0.13216481555041462,15,TAYAK
813,285,23,75,62,190,12,60,82,26,0.1322177010536157,15,TAYAK
1076,293,33,193,14,83,52,68,18,-34,0.1322215654840558,15,TAYAK
4194,286,31,26,16,139,53,334,20,-144,0.13222221046438323,15,TAYAK
1294,285,36,181,18,68,47,72,20,-18,0.13224127753336468,15,TAYAK
1842,298,23,184,42,48,37,78,44,-12,0.13225315364297163,15,TAYAK
1394,290,27,137,59,26,11,72,62,12,0.13227818667166924,15,TAYAK
2854,285,28,30,25,154,50,216,78,-64,0.1323210374233608,15,TAYAK
4521,285,33,21,8,124,54,342,14,-130,0.13232730784905,15,TAYAK
2157,298,28,175,43,48,32,174,88,-134,0.13233657241493865,15,TAYAK
2334,277,32,184,3,88,56,184,78,-94,0.13235876898146368,15,TAYAK
3698,284,31,27,21,146,50,326,24,-154,0.1323597974682672,15,TAYAK
566,282,30,185,11,76,56,46,18,-48,0.1323713339959772,15,TAYAK
2320,285,29,187,13,75,56,184,76,-104,0.13238301147283518,15,TAYAK
1721,297,20,178,51,40,30,76,52,-8,0.13241962444524255,15,TAYAK
1233,291,19,155,63,27,16,70,64,2,0.1324223754233853,15,TAYAK
3018,281,26,41,45,173,32,226,86,-44,0.1324249182565282,15,TAYAK
1310,296,29,192,22,70,51,72,26,-28,0.1324324120821947,15,TAYAK
2758,281,25,23,23,149,54,210,74,-66,0.13243946546508906,15,TAYAK
1026,291,27,187,24,62,51,66,28,-28,0.13244142542888931,15,TAYAK
394,289,29,196,4,98,60,32,16,-74,0.1324462132803731,15,TAYAK
116,285,35,15,1,107,54,10,10,-96,0.13248302373095472,15,TAYAK
2432,292,29,193,15,79,56,190,76,-106,0.13249817927728763,15,TAYAK
4647,283,34,17,6,116,54,346,12,-122,0.13252688681657948,15,TAYAK
512,286,29,191,9,85,59,42,18,-58,0.13254097039308613,15,TAYAK
1431,294,23,119,66,24,1,72,72,16,0.1325650277934756,15,TAYAK
2466,283,28,192,1,99,60,192,74,-92,0.13258967269511668,15,TAYAK
4123,284,26,26,23,152,53,332,28,-148,0.13258988226454332,15,TAYAK
1543,289,29,157,49,34,24,74,50,4,0.13259569416206432,15,TAYAK
3796,281,15,35,54,182,31,326,56,-168,0.1326010193068489,15,TAYAK
210,286,35,196,0,105,54,18,10,-88,0.13260210269487882,15,TAYAK
2008,290,26,170,45,38,32,166,86,-136,0.13262666129529554,15,TAYAK
3350,275,16,27,51,174,33,320,54,-166,0.13263348524395766,15,TAYAK
3161,272,24,19,33,153,46,316,36,-158,0.1326372242169006,15,TAYAK
3357,279,32,22,19,138,51,322,22,-152,0.13263969374736173,15,TAYAK
475,291,31,198,5,100,57,40,14,-68,0.1326566394775844,15,TAYAK
2020,297,18,174,57,36,25,168,86,-148,0.13267088165133514,15,TAYAK
2282,295,26,188,29,59,48,182,78,-120,0.1326732737138877,15,TAYAK
1075,287,36,186,14,79,50,68,16,-28,0.13272186832623867,15,TAYAK
808,287,29,186,19,67,53,60,24,-34,0.13273029180823778,15,TAYAK
4747,286,29,22,9,129,58,350,18,-124,0.13273105843163713,15,TAYAK
1899,296,27,153,57,35,16,78,58,8,0.1327366975278665,15,TAYAK
2637,285,28,19,7,123,60,202,74,-82,0.13274505051007512,15,TAYAK
1268,293,14,145,73,25,8,70,74,4,0.13275298559580642,15,TAYAK
160,286,29,17,1,110,60,12,16,-96,0.1327634653556415,15,TAYAK
3594,285,26,42,43,174,35,324,44,-172,0.13276763749558748,15,TAYAK
2261,299,26,186,37,55,40,180,82,-128,0.13278665422258296,15,TAYAK
1893,295,28,153,55,35,18,78,56,8,0.1328168986624965,15,TAYAK
4402,294,16,113,73,204,0,338,78,168,0.1328170799788942,15,TAYAK
