,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod
136,107,68,7,4,275,21,358,24,80,0.019657988715870843,35,Combined
65,58,63,180,14,276,21,174,68,74,0.019747548895093985,35,Combined
11,67,66,182,10,276,20,24,26,114,0.01979058031833763,35,Combined
120,146,56,13,24,272,21,326,32,38,0.01991180978702434,35,Combined
58,25,42,168,40,276,19,156,76,48,0.02025588270692247,35,Combined
21,44,59,178,22,277,19,40,32,136,0.02035466272376955,35,Combined
24,38,54,175,26,276,20,44,34,144,0.020378684969158144,35,Combined
38,24,40,167,43,276,19,52,46,162,0.020445374796135056,35,Combined
124,141,60,11,20,273,20,332,30,46,0.020454164332176582,35,Combined
67,90,68,184,1,275,20,184,66,88,0.0204580019727993,35,Combined
84,168,33,28,49,272,20,218,82,140,0.02051474848447386,35,Combined
42,19,35,163,48,275,18,52,50,166,0.020590434399366697,35,Combined
27,178,12,55,67,272,18,46,86,-158,0.020807902965582575,35,Combined
49,15,25,155,57,276,18,54,58,174,0.020865049137342863,35,Combined
72,141,59,12,20,273,21,200,70,112,0.021024270849251604,35,Combined
1,99,68,5,1,275,21,2,24,86,0.021189251334224522,35,Combined
0,101,68,5,2,274,21,0,24,84,0.021308924447908596,35,Combined
29,33,50,174,32,277,19,48,38,150,0.0215544055194707,35,Combined
89,168,32,28,50,271,19,314,52,10,0.02158023277195244,35,Combined
112,155,49,15,32,271,20,320,38,28,0.021698904586741632,35,Combined
108,4,1,98,71,274,18,318,78,-14,0.021844835648173324,35,Combined
50,14,23,151,59,276,18,54,60,176,0.021942999051367623,35,Combined
41,20,37,166,47,276,17,52,50,164,0.022041460358673645,35,Combined
23,40,56,177,26,277,20,44,34,142,0.022090047803149937,35,Combined
26,35,52,173,29,276,20,46,36,148,0.022431930972256892,35,Combined
106,181,5,73,72,273,16,316,74,-8,0.022432467089841087,35,Combined
93,172,25,32,57,271,18,314,58,6,0.022457518287523993,35,Combined
54,14,25,152,57,275,18,146,86,32,0.022471892910458785,35,Combined
6,82,68,182,4,274,21,12,24,100,0.022487523478028505,35,Combined
48,16,28,158,55,276,18,54,56,172,0.02254610159286182,35,Combined
70,129,64,10,12,275,21,196,68,104,0.022598388460300035,35,Combined
43,8,12,131,67,274,18,52,68,-176,0.022670927975969198,35,Combined
103,166,38,22,45,272,19,316,48,16,0.022833117607302094,35,Combined
2,97,68,5,0,275,21,4,24,88,0.022917355119474757,35,Combined
101,163,40,20,43,271,19,316,46,18,0.022953782183113447,35,Combined
129,126,65,9,11,274,21,344,26,62,0.023110913902535113,35,Combined
98,176,16,48,63,272,19,314,64,-2,0.023295585647652602,35,Combined
55,16,27,156,55,276,18,148,84,34,0.023400844625015103,35,Combined
56,18,33,162,50,275,17,150,80,38,0.023462966251313836,35,Combined
66,84,68,183,3,275,20,182,66,86,0.023491121080379995,35,Combined
51,11,19,148,63,275,16,144,88,26,0.023557783751772837,35,Combined
137,103,68,5,3,274,21,358,24,82,0.02360316138451033,35,Combined
131,113,66,6,7,273,21,350,24,72,0.023694364239425864,35,Combined
79,159,46,17,36,272,19,210,74,128,0.023759857923315683,35,Combined
78,158,48,18,34,273,20,210,74,126,0.02376646808133586,35,Combined
77,155,49,17,32,272,21,208,74,124,0.023769974279387422,35,Combined
14,65,65,182,11,277,21,28,26,118,0.023785289397699468,35,Combined
113,158,47,17,35,272,20,320,40,26,0.023832121318854954,35,Combined
122,143,58,13,21,274,22,330,30,42,0.023887462821005942,35,Combined
135,120,75,6,6,274,13,356,32,78,0.0020707190379517094,55,Combined
85,155,63,9,22,273,13,202,62,116,0.0030562649590143947,55,Combined
28,19,48,177,39,276,11,44,48,148,0.004712529821938214,55,Combined
86,161,58,10,28,273,13,206,64,122,0.004848941110587572,55,Combined
95,173,36,17,51,272,11,218,74,144,0.005368071225725071,55,Combined
81,141,70,7,13,274,13,196,60,106,0.005686052088015066,55,Combined
34,14,37,173,50,276,10,48,56,158,0.006181405587230699,55,Combined
112,183,1,85,80,273,9,318,82,-6,0.0062881123355593635,55,Combined
62,20,50,178,37,276,11,158,66,48,0.0067078152168878104,55,Combined
36,182,7,57,77,273,9,48,88,-168,0.0074507922616873865,55,Combined
119,170,43,14,43,272,12,322,50,26,0.0075639414284691345,55,Combined
97,175,32,18,55,272,11,220,76,148,0.007939163810899728,55,Combined
130,143,69,7,15,273,13,344,34,62,0.00822526420420147,55,Combined
90,167,48,13,38,272,12,212,68,132,0.008281835923673592,55,Combined
72,41,68,182,17,276,12,172,60,70,0.008432165128137888,55,Combined
116,172,39,15,48,272,11,320,54,22,0.008841837808338745,55,Combined
52,5,7,130,77,274,9,50,78,-178,0.008958158969001788,55,Combined
7,81,76,184,3,275,13,10,32,96,0.009520966089047511,55,Combined
125,160,59,10,27,273,13,332,40,44,0.009536709084205394,55,Combined
12,51,72,183,12,276,12,22,34,112,0.01064450347823351,55,Combined
59,10,28,167,59,275,10,146,78,28,0.010731553405000345,55,Combined
56,7,15,154,71,275,9,142,86,18,0.010788025566894436,55,Combined
92,169,44,14,42,272,12,214,70,136,0.010993616321727783,55,Combined
40,10,26,165,61,275,10,50,64,168,0.011150280637330633,55,Combined
10,69,75,183,6,275,13,14,32,102,0.011172380711268875,55,Combined
94,171,40,15,46,272,12,216,72,140,0.011349386815811697,55,Combined
134,123,74,5,7,274,13,354,32,76,0.011479921047980035,55,Combined
49,5,9,139,76,274,9,50,76,-180,0.01204175933740344,55,Combined
136,117,75,6,5,275,13,358,32,80,0.012652140823996615,55,Combined
126,156,61,9,24,273,13,334,38,48,0.013005768582775967,55,Combined
111,182,4,69,79,273,9,318,80,-4,0.013048013447968545,55,Combined
6,85,76,184,2,275,13,8,32,94,0.01323337260178226,55,Combined
129,151,66,8,19,273,13,340,36,56,0.013726406595196573,55,Combined
131,143,70,8,14,274,13,346,34,64,0.013864161265237474,55,Combined
57,9,21,163,66,275,9,144,82,22,0.01386751090587033,55,Combined
42,9,23,163,64,274,10,50,66,170,0.013973233565597184,55,Combined
100,178,22,26,64,272,10,224,82,156,0.014007399980521525,55,Combined
128,151,65,8,20,273,13,338,36,54,0.01404476380167947,55,Combined
27,20,52,178,35,276,11,42,46,144,0.01421415630994656,55,Combined
105,175,30,21,57,272,11,318,60,14,0.014342879090506033,55,Combined
8,77,76,185,4,276,13,12,32,98,0.014498525861200656,55,Combined
22,29,61,181,25,277,11,36,40,132,0.01464892236423417,55,Combined
54,5,4,118,79,274,9,50,80,-176,0.014699592708748207,55,Combined
23,28,60,179,26,275,12,36,40,134,0.014747088898846824,55,Combined
38,11,28,167,58,275,10,50,62,166,0.015082365993014657,55,Combined
9,72,75,183,5,274,13,12,32,100,0.015084644167260273,55,Combined
121,169,47,13,40,272,12,324,48,30,0.015245612540274312,55,Combined
71,37,67,181,18,275,12,170,60,68,0.015523565988349764,55,Combined
69,30,62,180,24,275,12,166,62,62,0.016107845245809126,55,Combined
76,87,76,185,1,275,12,184,58,88,0.016126128961037118,55,Combined
102,180,15,33,71,272,9,226,86,162,0.016235709354201135,55,Combined
108,176,28,20,58,272,10,318,62,14,0.016419279744265974,55,Combined
17,38,67,181,18,275,12,28,36,122,0.01649708188610238,55,Combined
48,6,12,147,73,274,9,50,74,178,0.01650573938558447,55,Combined
2,104,76,5,2,274,13,2,32,86,0.01664127134796906,55,Combined
16,40,68,182,17,276,12,28,36,120,0.016859439050407408,55,Combined
24,26,58,180,28,276,11,38,42,136,0.017016895252415457,55,Combined
68,29,60,181,26,277,12,166,62,60,0.017201902315146452,55,Combined
106,175,31,18,56,271,10,318,60,16,0.01743653386642299,55,Combined
58,10,26,169,61,276,8,146,78,26,0.017448478039819013,55,Combined
39,10,27,169,60,276,8,50,64,166,0.017496899082185942,55,Combined
44,8,20,160,66,274,9,50,68,172,0.01760910803136794,55,Combined
91,168,47,12,40,271,11,212,68,134,0.01760930314149199,55,Combined
104,180,12,39,73,272,9,226,88,164,0.01770043769802282,55,Combined
107,176,27,23,59,272,11,318,62,12,0.017768560212969665,55,Combined
1,108,76,5,3,274,13,0,32,84,0.01778462261972633,55,Combined
65,24,55,179,31,277,11,162,64,54,0.01792280884844001,55,Combined
32,16,42,174,45,275,11,46,52,154,0.01841677822231814,55,Combined
20,32,64,180,22,275,12,32,38,128,0.018562570321586206,55,Combined
60,12,30,170,57,276,9,148,76,30,0.01866037440877305,55,Combined
88,166,52,12,34,273,12,210,66,128,0.018671693751839715,55,Combined
51,5,8,139,78,274,8,50,78,-180,0.018918208875855883,55,Combined
26,23,55,179,32,276,11,40,44,140,0.018943399584943628,55,Combined
3,100,76,5,1,275,13,4,32,88,0.019000331733711587,55,Combined
14,49,71,183,13,276,13,24,34,114,0.019147413576296082,55,Combined
46,7,15,152,71,274,9,50,72,176,0.01918036694826326,55,Combined
80,136,71,6,12,273,13,194,60,104,0.019283091217054512,55,Combined
114,3,1,101,80,273,9,318,84,-8,0.019480556207894302,55,Combined
45,7,18,157,69,274,9,50,70,174,0.01953669408718616,55,Combined
75,79,76,184,3,274,12,182,58,86,0.0195710415462798,55,Combined
33,16,40,175,47,276,10,48,54,156,0.01957635538328796,55,Combined
127,157,62,9,23,273,12,336,38,50,0.019729158551513745,55,Combined
15,46,70,181,14,275,13,24,34,116,0.019758250359361067,55,Combined
41,9,24,167,63,275,8,50,66,168,0.01993452029412079,55,Combined
19,34,65,182,21,276,11,32,38,126,0.019961868543702507,55,Combined
82,144,69,6,15,273,13,196,60,108,0.020012663185117414,55,Combined
37,11,30,171,58,276,9,50,62,164,0.0200368024565903,55,Combined
11,66,74,184,7,275,13,16,32,104,0.020062143376766813,55,Combined
124,163,54,11,31,272,13,328,42,38,0.020248916675276958,55,Combined
5,89,76,184,1,274,13,6,32,92,0.020419560912931897,55,Combined
98,176,26,23,60,272,11,222,80,152,0.020496193301478272,55,Combined
67,26,59,180,27,276,11,164,62,58,0.02058401355197254,55,Combined
63,21,51,176,35,275,11,158,66,50,0.02062844951485416,55,Combined
31,16,44,176,44,276,10,46,52,152,0.0207654461101084,55,Combined
87,162,56,9,30,272,12,206,64,124,0.020891500644279287,55,Combined
132,130,72,7,9,275,14,352,32,72,0.020906230971830142,55,Combined
99,176,25,22,62,271,10,222,80,154,0.02092148777514941,55,Combined
50,6,11,148,75,274,8,50,76,178,0.021017847635811767,55,Combined
117,174,36,16,51,272,11,320,56,20,0.021036832177486253,55,Combined
78,102,76,4,1,274,12,186,58,92,0.021065771819597276,55,Combined
30,18,45,175,42,276,11,46,50,152,0.02112662241926018,55,Combined
73,66,75,184,6,275,12,180,58,82,0.0211849701828247,55,Combined
70,35,65,182,20,277,11,170,60,66,0.02125730963692226,55,Combined
53,5,5,128,79,274,8,50,80,-178,0.021271411672681897,55,Combined
133,128,73,7,8,275,13,354,32,74,0.02135311480377327,55,Combined
18,38,66,181,19,276,13,30,36,124,0.021708902416450262,55,Combined
89,166,51,11,35,272,11,210,66,130,0.021770775303808023,55,Combined
115,172,37,18,49,272,12,320,54,20,0.02184434274260776,55,Combined
93,170,43,13,44,271,11,214,70,138,0.021937301501812115,55,Combined
122,165,51,12,35,273,13,326,44,34,0.022180239529940728,55,Combined
64,21,54,178,33,276,11,160,64,52,0.02230792041121967,55,Combined
25,24,57,178,29,275,12,38,42,138,0.022501012460365635,55,Combined
137,112,76,4,4,273,13,358,32,82,0.022551013674924392,55,Combined
66,25,56,178,30,275,12,162,64,56,0.022603832811910664,55,Combined
123,164,52,10,34,271,12,326,44,36,0.022751580529465073,55,Combined
61,18,46,177,41,277,10,156,68,44,0.022775820491455455,55,Combined
21,32,62,180,23,276,12,34,38,130,0.022864907060652518,55,Combined
113,183,2,74,81,273,8,318,82,-4,0.022872588276615386,55,Combined
13,47,71,181,13,274,13,22,34,114,0.022886480281430508,55,Combined
0,114,76,6,4,275,13,0,32,82,0.023024740658810213,55,Combined
74,73,76,185,5,276,12,182,58,84,0.023051214784021973,55,Combined
101,178,19,29,67,272,10,224,84,158,0.02322111316620027,55,Combined
43,8,22,165,65,275,8,50,68,170,0.023228598375918036,55,Combined
96,174,33,20,53,273,12,220,76,146,0.02324425920403854,55,Combined
120,169,45,12,42,271,11,322,50,28,0.023357939720465876,55,Combined
109,177,26,22,61,272,10,318,64,12,0.023450375335698576,55,Combined
77,95,77,185,0,276,12,186,58,90,0.023587646865495082,55,Combined
103,179,14,39,71,272,11,226,88,162,0.0236202073028924,55,Combined
84,153,64,10,21,274,13,202,62,114,0.023713842003969567,55,Combined
79,110,76,5,3,275,12,188,58,94,0.023725646343110817,55,Combined
55,7,18,158,69,274,9,142,84,20,0.023725908240417686,55,Combined
83,148,68,7,17,273,12,198,60,110,0.023832387110119476,55,Combined
47,6,14,154,73,274,8,50,74,176,0.02386195999023687,55,Combined
