,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod
111,186,48,286,8,23,39,168,10,152,0.018970991901925797,35,NewGudkova
65,174,62,270,3,2,27,100,18,100,0.019010530334308037,35,NewGudkova
264,257,71,44,15,137,9,246,38,116,0.019084831785675452,35,NewGudkova
201,231,50,350,21,93,31,232,24,154,0.01916113609806965,35,NewGudkova
71,178,58,274,3,6,31,110,14,106,0.019206633450535752,35,NewGudkova
56,176,70,83,0,353,19,82,26,88,0.019369668263709974,35,NewGudkova
209,228,48,345,22,91,33,234,24,160,0.019485918609983607,35,NewGudkova
132,195,46,298,11,38,41,196,12,168,0.019524826517747906,35,NewGudkova
3,244,57,11,20,110,23,4,72,68,0.01953859262463215,35,NewGudkova
315,229,49,350,23,95,30,346,80,66,0.019551878951863985,35,NewGudkova
305,212,44,320,17,66,40,320,88,72,0.019589716359760694,35,NewGudkova
299,197,45,300,11,41,41,300,88,78,0.019605085322168158,35,NewGudkova
190,222,47,337,20,82,35,228,22,162,0.01984533425939306,35,NewGudkova
250,257,67,34,17,129,14,242,34,122,0.019877120045896448,35,NewGudkova
319,234,51,357,23,101,29,352,78,66,0.02009356866959801,35,NewGudkova
54,174,72,81,0,351,17,80,28,88,0.02013219397176987,35,NewGudkova
127,189,46,292,11,32,41,190,12,168,0.02017686044810358,35,NewGudkova
181,210,43,320,19,67,39,224,20,174,0.020246094162100586,35,NewGudkova
286,179,60,272,1,3,28,272,74,88,0.020264546018613706,35,NewGudkova
178,215,45,326,19,72,37,224,20,168,0.02031264729668879,35,NewGudkova
163,204,43,310,15,55,42,218,16,178,0.02031420356347307,35,NewGudkova
248,248,60,22,21,120,19,242,32,134,0.02033785756470236,35,NewGudkova
82,179,54,278,6,12,34,130,12,122,0.02036150598806601,35,NewGudkova
59,172,66,266,1,356,23,90,22,94,0.020369141913453587,35,NewGudkova
1,242,55,6,21,107,25,0,74,68,0.020378153475234365,35,NewGudkova
304,210,43,320,19,68,39,320,88,70,0.020398893294894777,35,NewGudkova
134,191,45,294,11,35,42,196,12,172,0.02048822489258696,35,NewGudkova
23,258,73,50,14,142,7,40,54,72,0.020809005629496627,35,NewGudkova
306,212,43,322,19,70,39,322,88,70,0.02082033054930982,35,NewGudkova
94,183,51,282,7,18,37,148,10,136,0.02083044207484751,35,NewGudkova
207,231,49,349,21,94,31,234,24,156,0.020983652152960736,35,NewGudkova
104,184,49,284,8,21,38,160,10,146,0.021080026129312496,35,NewGudkova
24,261,74,49,12,141,7,40,54,74,0.021149711302063952,35,NewGudkova
36,233,82,65,6,335,1,58,44,80,0.021187021840713097,35,NewGudkova
154,200,43,306,15,50,41,212,16,176,0.021223629826256894,35,NewGudkova
323,239,53,1,21,103,27,356,76,68,0.02125412202710165,35,NewGudkova
137,197,45,300,11,40,41,200,12,170,0.021258723558075475,35,NewGudkova
226,237,54,3,22,105,26,236,28,146,0.021263770840189496,35,NewGudkova
5,245,58,16,22,115,21,8,70,66,0.02129428938303816,35,NewGudkova
261,256,67,39,18,133,12,246,36,122,0.021437695840573125,35,NewGudkova
89,186,52,284,6,19,37,144,10,130,0.02146246270737079,35,NewGudkova
18,261,69,39,15,132,13,30,60,72,0.021569155098781347,35,NewGudkova
188,217,44,328,19,75,38,228,20,170,0.021605415599160346,35,NewGudkova
49,180,72,81,2,350,17,76,28,84,0.021642965853963806,35,NewGudkova
233,246,59,16,21,114,21,238,30,136,0.021671072849425512,35,NewGudkova
235,252,61,22,19,119,20,240,30,132,0.021707631645240852,35,NewGudkova
318,234,52,354,21,97,29,350,78,68,0.021707856673618985,35,NewGudkova
37,212,80,69,7,338,5,60,40,78,0.021727328014703597,35,NewGudkova
32,255,80,60,8,150,2,52,48,78,0.021772578008799184,35,NewGudkova
47,180,74,79,2,348,15,74,30,84,0.021872232292936444,35,NewGudkova
151,198,43,302,13,45,42,210,14,178,0.02190064355847281,35,NewGudkova
300,206,44,312,15,56,40,312,88,74,0.0219070514234086,35,NewGudkova
57,177,68,85,0,355,21,84,24,88,0.02191567154259588,35,NewGudkova
242,252,63,26,19,122,17,240,32,128,0.021971039144817815,35,NewGudkova
255,252,63,31,20,127,15,244,34,128,0.021974137889188745,35,NewGudkova
251,254,66,32,18,127,14,242,34,124,0.022036726529375713,35,NewGudkova
152,202,44,306,13,49,42,212,14,176,0.022037337528854027,35,NewGudkova
119,191,48,292,9,30,40,178,10,156,0.022042681088993394,35,NewGudkova
244,256,64,30,18,126,17,242,32,126,0.022073559600481657,35,NewGudkova
161,208,44,314,15,58,41,218,16,174,0.022089862931044455,35,NewGudkova
182,219,46,330,19,76,37,226,20,166,0.022157521115762163,35,NewGudkova
206,222,46,339,23,86,34,232,24,164,0.02216938715338882,35,NewGudkova
232,248,60,18,20,116,20,238,30,134,0.02217983425195644,35,NewGudkova
258,256,68,38,17,132,12,244,36,120,0.02219818186466078,35,NewGudkova
139,197,45,300,11,41,42,202,12,172,0.022198202708676264,35,NewGudkova
169,204,42,312,17,58,41,220,18,178,0.022207755628869986,35,NewGudkova
14,254,65,34,19,129,14,24,62,68,0.022214304571033044,35,NewGudkova
41,204,82,70,5,339,5,64,40,82,0.0222180760858998,35,NewGudkova
223,243,56,9,21,109,24,236,28,140,0.022221723303303176,35,NewGudkova
55,179,68,85,1,355,21,82,24,86,0.022331828004477403,35,NewGudkova
74,182,56,278,3,10,33,116,12,108,0.022393698281426407,35,NewGudkova
259,261,69,42,16,136,11,246,36,118,0.022438523897159564,35,NewGudkova
15,256,66,33,17,128,14,24,62,70,0.022453134602969868,35,NewGudkova
222,231,49,352,23,97,30,236,26,156,0.02249403190295537,35,NewGudkova
25,255,74,53,14,144,5,42,52,72,0.022609814479296365,35,NewGudkova
84,185,53,282,5,16,36,134,10,122,0.02274387897292986,35,NewGudkova
58,174,66,266,0,356,23,88,22,92,0.022785396991569253,35,NewGudkova
301,208,44,314,15,58,40,314,88,74,0.022814768484069745,35,NewGudkova
174,206,42,314,17,60,41,222,18,178,0.022824945637285054,35,NewGudkova
22,264,73,47,13,139,9,38,56,74,0.022897385751544992,35,NewGudkova
321,235,52,0,23,102,27,354,76,66,0.02299733858525369,35,NewGudkova
124,191,47,292,9,30,41,184,10,162,0.023021829461884354,35,NewGudkova
194,215,44,328,21,76,37,228,22,170,0.023042247801142383,35,NewGudkova
249,259,68,36,16,130,14,242,34,120,0.02305418837261531,35,NewGudkova
48,176,76,77,2,346,13,74,32,86,0.023126489813125827,35,NewGudkova
106,188,49,288,8,25,38,164,10,146,0.02313044350647361,35,NewGudkova
4,246,57,13,20,112,23,6,72,68,0.02313894793894218,35,NewGudkova
141,194,44,298,13,41,42,204,14,176,0.023154172021588565,35,NewGudkova
148,196,43,300,13,43,42,208,14,178,0.023175566295302964,35,NewGudkova
129,189,45,292,11,32,41,192,12,170,0.023265556643932764,35,NewGudkova
195,226,48,341,20,86,34,230,22,160,0.02327302649017276,35,NewGudkova
46,187,77,76,4,345,11,70,34,82,0.023344072303936855,35,NewGudkova
189,215,44,326,19,73,39,228,20,172,0.023389483663717788,35,NewGudkova
243,250,62,24,19,121,18,240,32,130,0.023436639084823827,35,NewGudkova
200,217,44,330,21,78,37,230,22,170,0.02355922654922115,35,NewGudkova
211,238,53,0,21,102,27,234,26,146,0.02369162161325724,35,NewGudkova
75,176,57,274,5,7,31,116,14,112,0.023705399519738247,35,NewGudkova
320,236,52,356,21,99,29,352,78,68,0.023715050807649227,35,NewGudkova
210,226,47,343,22,89,33,234,24,162,0.023793504465269816,35,NewGudkova
164,206,44,314,17,60,40,218,18,174,0.02383620963694491,35,NewGudkova
142,199,45,304,13,46,41,206,14,172,0.023867659549080187,35,NewGudkova
265,263,76,54,11,145,6,248,40,108,0.023945453936299113,35,NewGudkova
44,192,77,76,5,345,11,68,34,80,0.02399211448648548,35,NewGudkova
309,218,44,331,21,79,37,330,86,68,0.024045542516817477,35,NewGudkova
234,244,58,14,21,113,22,238,30,138,0.02407823433198917,35,NewGudkova
295,189,45,292,11,33,41,292,88,78,0.024117498000434775,35,NewGudkova
64,178,60,272,2,3,29,100,16,98,0.02413968887620969,35,NewGudkova
187,219,45,330,19,76,37,228,20,168,0.024154183221562205,35,NewGudkova
165,204,43,312,17,58,41,218,18,176,0.0241783418382722,35,NewGudkova
241,254,64,28,18,124,17,240,32,126,0.02421882452661855,35,NewGudkova
240,242,56,12,23,112,23,240,30,142,0.02429327640414178,35,NewGudkova
270,252,81,61,8,151,1,250,44,102,0.024301891905893946,35,NewGudkova
314,229,50,348,21,92,31,344,80,68,0.024316373200234404,35,NewGudkova
280,175,74,78,1,348,14,260,60,92,0.024384579725420675,35,NewGudkova
170,213,45,322,17,67,39,222,18,170,0.024524626138563835,35,NewGudkova
217,240,53,2,21,104,27,236,26,146,0.02454445604779263,35,NewGudkova
118,187,47,288,9,26,40,176,10,158,0.024678640587754045,35,NewGudkova
177,210,43,318,17,64,41,224,18,176,0.024796577767516356,35,NewGudkova
69,181,58,276,2,8,31,108,14,102,0.024869745346772856,35,NewGudkova
28,247,78,58,11,149,1,48,48,74,0.02490391584509386,35,NewGudkova
70,180,58,276,3,8,31,110,14,104,0.025053001833514395,35,NewGudkova
83,179,54,278,6,13,34,132,12,124,0.02508934613360318,35,NewGudkova
145,201,45,306,13,48,41,208,14,172,0.025215962140749674,35,NewGudkova
52,173,74,79,0,349,15,78,30,88,0.025237583201312194,35,NewGudkova
175,213,44,322,17,68,39,224,18,172,0.02536484094360413,35,NewGudkova
153,202,44,308,15,52,41,212,16,174,0.02537047214108422,35,NewGudkova
274,216,38,321,17,70,45,244,18,-168,0.0009252138261853719,55,NewGudkova
383,221,77,71,10,340,6,260,52,104,0.001605272656542242,55,NewGudkova
178,191,45,286,3,19,44,192,4,176,0.00164898262061087,55,NewGudkova
251,206,38,307,12,52,48,240,14,-158,0.0020702281550112334,55,NewGudkova
62,185,60,89,3,357,29,78,16,78,0.002150855049614656,55,NewGudkova
262,210,38,313,15,60,47,242,16,-162,0.002548488974205329,55,NewGudkova
404,237,45,354,23,102,34,352,84,66,0.0028467709891885074,55,NewGudkova
180,191,44,286,3,19,44,194,4,178,0.003042943848200463,55,NewGudkova
365,260,65,43,20,138,13,254,36,126,0.003205424138693688,55,NewGudkova
352,256,59,30,22,129,19,252,32,136,0.0032310387724819116,55,NewGudkova
202,194,42,289,5,25,46,218,6,-162,0.0033545623287595484,55,NewGudkova
216,197,41,293,7,31,47,228,8,-156,0.0034007231382774286,55,NewGudkova
374,257,73,57,15,149,5,256,42,114,0.003648161498693839,55,NewGudkova
147,221,39,329,19,79,43,150,88,-70,0.0037034163898111263,55,NewGudkova
289,222,39,329,19,79,43,246,20,-174,0.004230762952402097,55,NewGudkova
309,235,44,351,23,99,35,248,24,168,0.0042580820092476684,55,NewGudkova
310,233,44,348,23,97,36,248,24,170,0.004603925720539762,55,NewGudkova
199,194,43,289,5,25,46,216,6,-164,0.0046848205624083735,55,NewGudkova
88,187,50,278,0,8,39,106,6,98,0.004788370029388758,55,NewGudkova
80,186,52,95,0,5,37,94,8,88,0.004922355249730516,55,NewGudkova
93,194,42,289,5,26,46,110,88,-84,0.005322001697798963,55,NewGudkova
388,192,71,80,7,348,16,264,62,98,0.005400767036720434,55,NewGudkova
14,257,59,31,22,129,19,22,68,66,0.00546388769001171,55,NewGudkova
35,229,77,69,11,338,4,56,42,72,0.005475858306921951,55,NewGudkova
237,202,39,301,10,44,48,236,12,-156,0.00573260656899345,55,NewGudkova
332,246,51,11,24,115,27,250,28,152,0.005749884121240499,55,NewGudkova
229,200,39,297,8,37,48,234,10,-154,0.0064267889200958165,55,NewGudkova
226,199,40,297,9,38,48,232,10,-156,0.0065238759956406794,55,NewGudkova
331,248,52,13,23,116,27,250,28,150,0.006534491759310952,55,NewGudkova
393,185,53,276,0,5,37,276,82,90,0.006586752329007276,55,NewGudkova
81,185,53,96,0,5,37,96,8,90,0.006586752329007276,55,NewGudkova
378,246,75,63,14,154,0,258,46,110,0.006759291243475786,55,NewGudkova
288,223,40,331,19,81,42,246,20,-176,0.007108755099022951,55,NewGudkova
241,204,39,303,10,46,48,238,12,-156,0.0072837613069673506,55,NewGudkova
17,258,62,39,21,135,15,28,64,66,0.007638382465443429,55,NewGudkova
181,192,44,285,3,19,44,196,4,-180,0.007692270720357646,55,NewGudkova
261,212,38,315,15,62,47,242,16,-164,0.008269385590259581,55,NewGudkova
275,214,38,319,17,68,46,244,18,-166,0.0083438100172555,55,NewGudkova
395,187,48,280,1,11,40,280,86,88,0.008476557739634157,55,NewGudkova
353,254,58,28,23,127,20,252,32,138,0.008481356480537494,55,NewGudkova
89,186,50,278,1,8,39,108,6,100,0.008636887567231149,55,NewGudkova
77,184,54,93,0,3,35,90,10,86,0.008710128884756361,55,NewGudkova
138,215,38,320,17,70,46,142,86,-72,0.00889901805607842,55,NewGudkova
325,242,47,2,24,108,31,250,26,160,0.009116011581904558,55,NewGudkova
406,240,47,359,23,106,32,356,82,66,0.009373363266648208,55,NewGudkova
399,230,42,342,21,91,39,342,88,68,0.009437352716828504,55,NewGudkova
386,200,74,76,8,344,12,262,58,100,0.009499143330606679,55,NewGudkova
273,218,39,323,17,72,45,244,18,-170,0.0096744442191926,55,NewGudkova
25,259,69,52,18,145,8,40,56,68,0.009776628420897616,55,NewGudkova
326,240,46,359,24,106,32,250,26,162,0.009795575166035169,55,NewGudkova
54,186,65,85,5,352,23,72,22,76,0.00980394309205943,55,NewGudkova
250,208,38,309,13,54,48,240,14,-160,0.010041372449755323,55,NewGudkova
379,238,78,67,11,336,1,258,48,106,0.010242827508025371,55,NewGudkova
167,190,45,284,3,17,43,180,4,166,0.010556786085664861,55,NewGudkova
308,237,45,353,23,100,35,248,24,166,0.010569656857764021,55,NewGudkova
96,196,42,291,5,28,46,112,88,-84,0.010823565184332648,55,NewGudkova
290,220,39,327,19,78,44,246,20,-172,0.010824106521498148,55,NewGudkova
346,252,55,21,23,123,23,252,30,144,0.010848362667297669,55,NewGudkova
74,185,54,93,1,3,35,88,10,84,0.010874944438888794,55,NewGudkova
311,232,43,346,23,96,37,248,24,172,0.011043604358960206,55,NewGudkova
385,208,75,75,9,343,10,262,56,102,0.011055072499671128,55,NewGudkova
305,229,41,340,21,90,40,248,22,178,0.011075844805845562,55,NewGudkova
169,190,45,284,3,17,44,182,4,168,0.011122207946626009,55,NewGudkova
297,227,41,338,21,88,40,246,22,178,0.011319395409714758,55,NewGudkova
30,257,73,58,15,150,5,46,52,70,0.01144081111248881,55,NewGudkova
364,262,66,45,19,140,13,254,36,124,0.011444675757159373,55,NewGudkova
351,258,60,32,21,130,19,252,32,134,0.011473000827746835,55,NewGudkova
333,244,50,8,24,113,28,250,28,154,0.011474155084244864,55,NewGudkova
402,234,43,349,23,98,36,348,86,66,0.011496939304438241,55,NewGudkova
368,261,69,49,17,142,10,254,38,120,0.011652334419321717,55,NewGudkova
65,186,58,91,2,359,31,80,14,78,0.011740576428653466,55,NewGudkova
42,207,76,75,9,343,9,62,36,74,0.011754751132732316,55,NewGudkova
347,250,54,19,24,121,24,252,30,146,0.011779771594727127,55,NewGudkova
371,260,70,53,17,146,8,256,40,118,0.011822019318246573,55,NewGudkova
242,202,38,301,10,44,49,238,12,-154,0.011976483750167593,55,NewGudkova
296,228,42,340,21,89,39,246,22,176,0.012197473572138627,55,NewGudkova
48,190,68,82,6,349,19,68,26,74,0.012239776455154913,55,NewGudkova
184,192,44,285,3,20,44,198,4,-178,0.01247384790994765,55,NewGudkova
210,195,41,291,7,29,47,224,8,-158,0.012503726034309692,55,NewGudkova
34,235,77,67,12,336,2,54,44,72,0.012523557203335834,55,NewGudkova
197,194,43,289,5,26,46,214,6,-166,0.012625060465412733,55,NewGudkova
101,198,40,295,7,34,48,116,86,-82,0.012784740664107777,55,NewGudkova
228,201,40,299,9,40,48,234,10,-156,0.012800118024646192,55,NewGudkova
165,190,46,284,3,17,43,176,4,162,0.01284875056912854,55,NewGudkova
171,189,45,284,3,17,44,184,4,170,0.0129025022602006,55,NewGudkova
330,249,53,15,23,117,26,250,28,148,0.01292090629169136,55,NewGudkova
263,209,37,311,15,58,48,242,16,-160,0.012981168002381308,55,NewGudkova
131,213,38,316,15,64,46,138,86,-74,0.013104464672841199,55,NewGudkova
187,194,44,287,3,22,45,202,4,-176,0.013219469012866466,55,NewGudkova
324,243,48,4,23,109,31,250,26,158,0.013291944449828763,55,NewGudkova
92,186,50,278,1,9,39,110,6,102,0.013368585603439823,55,NewGudkova
227,198,39,295,8,35,48,232,10,-154,0.01356467171382622,55,NewGudkova
300,227,40,338,21,88,40,248,22,-180,0.013568903378691677,55,NewGudkova
24,261,68,50,18,143,10,38,58,68,0.013674323621837995,55,NewGudkova
196,192,43,287,5,24,46,212,6,-166,0.013712280180724281,55,NewGudkova
47,195,74,77,7,346,13,66,32,76,0.013818546358655594,55,NewGudkova
245,204,38,305,12,50,48,238,14,-158,0.01382724320348097,55,NewGudkova
220,197,41,293,7,31,48,230,8,-154,0.013922897032097465,55,NewGudkova
31,253,74,61,15,152,3,48,50,70,0.01401775236232928,55,NewGudkova
20,262,65,42,19,137,14,32,62,68,0.01411209268063471,55,NewGudkova
185,194,44,287,3,22,44,200,4,-178,0.014120581699991749,55,NewGudkova
205,196,42,291,5,27,46,222,6,-160,0.01421878018503897,55,NewGudkova
236,204,39,303,11,46,48,236,12,-158,0.014225572507870314,55,NewGudkova
26,257,71,55,17,147,6,42,54,68,0.014226868666943086,55,NewGudkova
63,183,62,87,3,355,27,78,18,80,0.014262256076708167,55,NewGudkova
134,215,38,318,15,66,46,140,86,-74,0.014292036111927557,55,NewGudkova
287,225,40,333,19,83,42,246,20,-178,0.014347205038540143,55,NewGudkova
219,199,41,295,7,33,47,230,8,-156,0.01436069963778643,55,NewGudkova
83,185,52,276,0,6,37,98,8,92,0.014422913418026826,55,NewGudkova
16,259,61,36,21,133,17,26,66,66,0.014438929629716431,55,NewGudkova
292,225,40,336,21,86,40,246,22,-180,0.014512051896391029,55,NewGudkova
222,197,40,295,9,36,48,230,10,-156,0.014573558489054459,55,NewGudkova
252,205,38,305,12,50,49,240,14,-156,0.014575300166028564,55,NewGudkova
366,258,64,41,21,137,14,254,36,128,0.014580095228578152,55,NewGudkova
327,238,46,357,24,105,33,250,26,164,0.014592221461754212,55,NewGudkova
258,208,38,309,12,54,48,242,14,-158,0.01479843870920366,55,NewGudkova
1,243,49,4,23,109,30,0,80,66,0.014824946914649187,55,NewGudkova
116,190,48,282,1,13,41,128,4,116,0.014825695958603781,55,NewGudkova
234,202,39,299,8,39,48,236,10,-154,0.014835339344113544,55,NewGudkova
119,189,48,282,1,13,41,130,4,118,0.014851025989678685,55,NewGudkova
45,198,73,77,8,345,13,64,32,74,0.014899512761175265,55,NewGudkova
73,183,56,91,1,1,33,86,12,84,0.01506944216790299,55,NewGudkova
198,192,43,287,5,23,46,214,6,-164,0.015071308564982767,55,NewGudkova
244,206,38,307,13,52,48,238,14,-160,0.01508997137263394,55,NewGudkova
124,189,48,282,2,13,41,134,4,122,0.015119799706167216,55,NewGudkova
29,260,72,56,16,148,7,44,54,70,0.015137684077315661,55,NewGudkova
58,185,66,85,4,353,23,74,22,78,0.01526852930385527,55,NewGudkova
127,189,48,282,2,14,41,136,4,124,0.015289036233737877,55,NewGudkova
10,254,56,23,22,124,23,16,72,66,0.015330452239249488,55,NewGudkova
51,189,69,82,6,350,19,70,26,76,0.015552623249944336,55,NewGudkova
148,188,47,282,3,14,42,152,4,140,0.015587508710892976,55,NewGudkova
146,188,47,282,2,14,42,150,4,138,0.01561570426210926,55,NewGudkova
40,212,77,72,9,341,7,60,38,74,0.015640515216206633,55,NewGudkova
4,247,51,14,25,118,26,8,76,64,0.01568155109626155,55,NewGudkova
142,189,47,282,2,14,42,146,4,134,0.01568997439070271,55,NewGudkova
139,189,47,282,2,14,41,144,4,132,0.015691750488695658,55,NewGudkova
345,254,56,24,23,124,23,252,30,142,0.015701471869001397,55,NewGudkova
151,188,47,282,3,15,42,156,4,144,0.01571621210330725,55,NewGudkova
360,258,61,37,21,134,17,254,34,132,0.015948904375954538,55,NewGudkova
61,187,58,91,3,359,31,78,14,76,0.01597496079744698,55,NewGudkova
2,245,50,9,25,114,28,4,78,64,0.01604296269108256,55,NewGudkova
57,187,64,87,4,354,25,74,20,76,0.016066150260628093,55,NewGudkova
8,252,54,18,23,120,25,12,74,66,0.01612576829681679,55,NewGudkova
372,258,69,52,18,145,8,256,40,120,0.01625283091725267,55,NewGudkova
295,230,43,342,21,91,38,246,22,174,0.016374170069307997,55,NewGudkova
183,194,44,288,3,21,44,198,4,-180,0.016463365137251256,55,NewGudkova
194,192,43,287,5,24,45,210,6,-168,0.016568289072419553,55,NewGudkova
279,220,39,327,19,77,43,244,20,-174,0.016573916437958986,55,NewGudkova
39,209,75,74,10,342,10,60,36,72,0.016718097206386274,55,NewGudkova
238,200,38,299,10,42,49,236,12,-154,0.016753389111691292,55,NewGudkova
53,188,63,87,5,354,25,72,20,74,0.01685805269539538,55,NewGudkova
66,184,60,89,2,358,29,80,16,80,0.01690878391331962,55,NewGudkova
154,188,46,282,3,15,42,162,4,150,0.017029319708554782,55,NewGudkova
46,195,72,79,7,347,15,66,30,74,0.01707241810973131,55,NewGudkova
356,260,63,39,20,135,15,252,34,128,0.017176694534804283,55,NewGudkova
278,221,40,329,19,79,42,244,20,-176,0.017179179197119695,55,NewGudkova
354,253,57,26,23,126,21,252,32,140,0.01719836209064666,55,NewGudkova
348,249,53,17,25,120,25,252,30,148,0.017249929388034286,55,NewGudkova
367,263,70,51,16,144,9,254,38,118,0.017256239697746083,55,NewGudkova
186,192,44,285,3,20,45,200,4,-176,0.017365623817487113,55,NewGudkova
307,238,46,355,23,102,34,248,24,164,0.017372921726446215,55,NewGudkova
102,190,48,282,1,12,41,118,4,106,0.01755586771925536,55,NewGudkova
317,240,47,0,24,106,31,248,26,160,0.017557943287250015,55,NewGudkova
3,246,51,9,23,113,29,4,78,66,0.017560780454466424,55,NewGudkova
49,189,71,80,6,348,17,68,28,76,0.017615717355475572,55,NewGudkova
255,208,38,311,15,58,47,240,16,-162,0.01761693424714676,55,NewGudkova
141,217,38,322,17,72,46,144,86,-72,0.017681291573415678,55,NewGudkova
269,214,38,317,15,64,47,244,16,-164,0.017685189465239868,55,NewGudkova
104,200,40,297,7,36,48,118,86,-82,0.017689629083453326,55,NewGudkova
316,241,48,2,23,107,31,248,26,158,0.017697670316305567,55,NewGudkova
5,249,52,14,23,116,27,8,76,66,0.01774188782727461,55,NewGudkova
276,213,37,317,17,66,47,244,18,-164,0.017862364794932827,55,NewGudkova
283,218,38,323,17,72,45,246,18,-168,0.01791530593331335,55,NewGudkova
155,188,46,282,3,15,43,164,4,152,0.017935881586797698,55,NewGudkova
312,230,42,344,23,94,38,248,24,174,0.017955829601619306,55,NewGudkova
260,214,39,317,15,64,46,242,16,-166,0.018036822696600376,55,NewGudkova
361,257,60,35,22,132,17,254,34,134,0.018119205711006794,55,NewGudkova
209,197,41,293,7,32,47,224,8,-160,0.0181299764679599,55,NewGudkova
232,200,39,299,10,42,48,234,12,-156,0.018152758639944446,55,NewGudkova
223,199,41,295,7,33,48,232,8,-154,0.018166094523088552,55,NewGudkova
149,223,39,331,19,81,43,152,88,-70,0.018186884963967215,55,NewGudkova
272,219,39,325,17,74,44,244,18,-172,0.018221361338580735,55,NewGudkova
334,243,49,6,25,112,29,250,28,156,0.01826001372105058,55,NewGudkova
303,232,43,344,21,93,38,248,22,174,0.018295976937603136,55,NewGudkova
12,255,58,26,22,125,21,18,70,66,0.018406459949899194,55,NewGudkova
396,191,46,284,1,15,42,284,88,88,0.018452155652681206,55,NewGudkova
266,214,38,319,17,68,45,242,18,-168,0.01845583318434905,55,NewGudkova
376,252,75,61,13,151,2,256,44,110,0.0184576660961429,55,NewGudkova
271,211,37,313,15,60,48,244,16,-160,0.0184679631324177,55,NewGudkova
207,195,41,291,7,30,47,222,8,-160,0.018492241378058515,55,NewGudkova
240,206,39,305,11,48,48,238,12,-158,0.018536629384842483,55,NewGudkova
259,207,38,307,12,52,49,242,14,-156,0.018548337976682355,55,NewGudkova
170,192,45,286,3,19,44,184,4,168,0.018562868827514567,55,NewGudkova
248,204,38,303,10,46,49,240,12,-154,0.01857284153091155,55,NewGudkova
357,258,62,37,21,133,16,252,34,130,0.01866467710377001,55,NewGudkova
100,190,48,282,0,12,41,116,4,104,0.018899631047191296,55,NewGudkova
36,236,78,67,11,337,2,56,44,74,0.018918844748705522,55,NewGudkova
291,218,38,325,19,76,44,246,20,-170,0.018961597976182402,55,NewGudkova
120,187,48,280,1,11,41,130,4,120,0.01896703961152835,55,NewGudkova
389,186,70,81,5,349,18,264,64,96,0.01901608271873812,55,NewGudkova
301,225,40,335,21,86,41,248,22,-178,0.019075521410831905,55,NewGudkova
338,252,56,22,23,122,23,250,30,142,0.01914677835475259,55,NewGudkova
0,242,48,4,25,111,30,0,80,64,0.01918038712052459,55,NewGudkova
123,187,48,280,2,11,41,132,4,122,0.01918612281445284,55,NewGudkova
284,216,38,321,17,70,46,246,18,-166,0.019219846212778887,55,NewGudkova
231,202,39,301,11,44,48,234,12,-158,0.019319681547410393,55,NewGudkova
201,196,43,291,5,27,46,218,6,-164,0.01932819352589874,55,NewGudkova
400,232,43,347,23,96,36,346,86,66,0.019342590701567765,55,NewGudkova
221,199,40,297,9,38,47,230,10,-158,0.019427448623341604,55,NewGudkova
280,218,39,325,19,76,44,244,20,-172,0.019455359435324057,55,NewGudkova
323,245,49,6,23,111,30,250,26,156,0.019494569442872527,55,NewGudkova
67,187,56,93,2,2,33,82,12,78,0.01950228301335545,55,NewGudkova
7,250,53,19,24,121,24,12,74,64,0.019524021725906067,55,NewGudkova
373,259,74,59,14,150,4,256,42,112,0.019530333982984417,55,NewGudkova
99,196,40,293,7,32,48,114,86,-82,0.019578291976572217,55,NewGudkova
115,188,48,280,1,11,41,126,4,116,0.019594196094364365,55,NewGudkova
257,210,38,311,13,56,48,242,14,-160,0.019598951312358153,55,NewGudkova
182,193,44,288,3,21,44,196,4,178,0.01966533245169835,55,NewGudkova
125,187,48,280,2,12,41,134,4,124,0.019710303353604637,55,NewGudkova
318,238,46,357,24,104,32,248,26,162,0.019837700345023957,55,NewGudkova
200,192,42,287,5,23,46,216,6,-162,0.01991992398258639,55,NewGudkova
293,223,40,333,21,84,41,246,22,-178,0.020045698328409783,55,NewGudkova
110,202,40,301,9,42,48,122,86,-80,0.02004707230607104,55,NewGudkova
247,206,39,305,10,48,48,240,12,-156,0.020105893185446522,55,NewGudkova
28,254,72,57,17,149,4,44,52,68,0.020130332826354888,55,NewGudkova
390,187,68,83,5,351,20,266,66,96,0.020161258436144948,55,NewGudkova
384,211,77,72,9,341,8,260,54,102,0.02019845087151221,55,NewGudkova
369,259,67,47,19,141,10,254,38,122,0.020270112513427467,55,NewGudkova
337,254,57,24,22,124,22,250,30,140,0.020281637702534928,55,NewGudkova
75,183,56,91,0,1,33,88,12,86,0.020302245389209148,55,NewGudkova
60,184,62,87,3,355,27,76,18,78,0.020330208430244367,55,NewGudkova
329,251,54,17,22,119,26,250,28,146,0.02033916034110182,55,NewGudkova
267,212,38,317,17,66,46,242,18,-166,0.02034990479122485,55,NewGudkova
195,194,43,289,5,26,45,212,6,-168,0.02046997343003616,55,NewGudkova
11,253,57,27,24,127,20,18,70,64,0.020496548829321136,55,NewGudkova
13,257,58,28,22,127,21,20,70,66,0.020522593338153428,55,NewGudkova
97,191,48,282,0,12,41,114,4,102,0.020531025053120967,55,NewGudkova
265,216,39,321,17,70,45,242,18,-170,0.020591357641047525,55,NewGudkova
